0	0.00015231920566015	-2.711734031266602e-05	8.181061179742779e-06
0.648	-1.207285467895881e-05	-1.603067809173196e-05	8.10028033079629e-06
1.296	-1.752156378349971e-05	4.712574129202098e-06	-8.688730360456974e-05
1.944	8.529050538356412e-05	-1.817766364986384e-05	-0.0001006826348238864
2.592	2.139006837778861e-05	1.651399857107021e-05	-4.44216148086353e-05
3.24	-6.654576850453015e-05	-2.139760920799573e-05	-4.133206108968042e-05
3.888	-5.190762723870065e-05	1.436701301293833e-05	1.004983287618806e-05
4.5359998	4.258648718486641e-06	3.189140523387239e-05	2.525110202724162e-05
5.184	-1.986073347247407e-05	5.084639745480645e-05	-1.644136746367999e-05
5.8319998	-5.635516516960764e-05	4.726934967574051e-05	6.938930453983887e-07
6.48	-3.707140365686479e-05	2.151789189667456e-05	7.219281269027914e-05
7.1279998	4.768323118921161e-05	3.296220411760862e-05	3.287600359851274e-06
7.776	2.956828973899166e-05	-9.507760366145733e-05	-7.530081135329258e-05
8.4239998	2.518723236284557e-05	-1.567948144052327e-05	-2.036885183186836e-05
9.0719995	-6.448684995157159e-05	-5.824055921958923e-05	4.247127114634571e-05
9.7200003	5.779001180808472e-05	2.509172300134484e-05	8.718133881591783e-05
10.368	2.767502146897593e-05	-2.447984777721099e-06	0.0001109442679669713
11.016	5.580440384591641e-05	-1.782754255678704e-05	7.19849931674077e-05
11.664	6.550576535865944e-05	-3.177650033585298e-05	2.991720305920209e-05
12.312	6.912707735599996e-06	-5.668468114918926e-06	-1.551519791320102e-05
12.96	-9.018200087511398e-05	-5.717083589398488e-05	-6.630802333004896e-05
13.608	-6.42805693623708e-05	2.938031632694919e-05	-1.37495282097028e-06
14.256	7.060518005160643e-05	-3.428221145211676e-05	2.286043509551537e-05
14.904	-1.092475497886038e-05	-3.356743923118269e-05	-6.652829501269016e-05
15.552	6.916349003018596e-06	-2.498433701024864e-05	2.620036574330174e-05
16.200001	0.0001023783873058847	-4.956394789314583e-06	3.959127699312074e-05
16.848	-3.019290934458537e-06	-9.258157256838054e-05	-5.948064718915888e-05
17.496	2.904981168939537e-05	-5.502869034744648e-05	-4.769461741808967e-06
18.143999	-3.692857815588621e-05	-1.425694812651241e-05	-1.96307035199751e-07
18.792	-1.513450837153836e-05	-9.043727590557835e-05	1.209956495536001e-05
19.440001	-2.686118525385691e-05	2.150713631535571e-05	-5.785211898000609e-05
20.087999	6.534495280209558e-05	-1.282795146371024e-05	-6.233073785364378e-05
20.736	-5.848958074688968e-05	7.915300757223821e-06	-4.469653030752843e-05
21.384001	-6.262798886377619e-05	3.545393297815788e-05	-7.670139165030192e-05
22.032	1.534573524155927e-05	-5.753601480090806e-05	-4.248696657332236e-05
22.68	2.517062996417877e-05	1.327846742002599e-05	-6.652058903750228e-06
23.327999	1.521308357568699e-05	-3.750860035903996e-05	1.777320000038963e-05
23.976	-8.825224515848339e-05	-8.40038481381059e-05	4.072367705267824e-05
24.624001	-3.516097734944407e-05	5.404913408282817e-05	9.725547438299684e-06
25.271999	-4.861266633052892e-05	-0.0001169088736962378	-1.29979277316342e-05
25.92	7.693333345381961e-05	-2.463529147530372e-05	-3.841927388922288e-05
26.568001	4.849481212705612e-05	5.762403074563034e-05	-3.440688733076172e-05
27.216	-8.180739043427463e-05	-4.607877033435603e-06	-7.522950855007843e-05
27.864	2.294299473529913e-06	-1.819917481250155e-05	-5.279563989285194e-05
28.511999	-1.835300518656663e-05	1.899604740843251e-05	1.188574592486823e-05
