-354.43003115803	2.208901570246029e-05	0.00020261617
-353.43003115803	2.196793295377334e-05	0.00021264036
-352.43003115803	1.398236794479911e-05	0.00021658608
-351.43003115803	3.973029606056476e-05	0.00013006991
-350.43003115803	-5.541041371710696e-05	0.00014581505
-349.43003115803	7.405247623060806e-05	0.00011472015
-348.43003115803	-4.369753347193767e-05	0.00021163073
-347.43003115803	5.504822446915893e-06	4.1088366e-05
-346.43003115803	-2.854465057364226e-05	5.3257972e-05
-345.43003115803	-7.621871637504032e-05	4.1113584e-05
-344.43003115803	6.717082772754521e-05	0.0001365942
-343.43003115803	-9.52399482704728e-06	5.9016736e-05
-342.43003115803	-5.244730379221962e-05	1.6122278e-05
-341.43003115803	-3.568373534460536e-06	-3.7499034e-05
-340.43003115803	-3.376403277622331e-05	4.4037093e-05
-339.43003115803	5.877080464949155e-06	-4.9358905e-06
-338.43003115803	3.085227393489771e-05	-2.7779213e-06
-337.43003115803	-2.849846378348725e-05	-8.5004103e-05
-336.43003115803	-4.594755873307922e-05	-0.0001232505
-335.43003115803	5.278067251801336e-05	-5.0653107e-05
-334.43003115803	-4.952462994629616e-06	-8.3178486e-05
-333.43003115803	-8.537207591321811e-06	-6.9578571e-05
-332.43003115803	-7.491500808135825e-06	-0.00010997031
-331.43003115803	-2.694334802549842e-05	-0.0001403504
-330.43003115803	-2.657944852473461e-05	-0.00011173289
-329.43003115803	-5.643293307671351e-05	-9.1696886e-05
-328.43003115803	8.631228038136814e-05	-0.00017213555
-327.43003115803	0.0001349890088339382	-0.00014888143
-326.43003115803	2.723305692809486e-05	-0.00017711619
-325.43003115803	-4.57017974960658e-05	-0.00021107199
-324.43003115803	-1.562397132574135e-05	-0.00020998668
-323.43003115803	5.899367637261027e-05	-0.0002789837
-322.43003115803	-6.454701907916345e-05	-0.00025286898
-321.43003115803	-0.0001234776395762692	-0.0003658465
-320.43003115803	-1.175934835210521e-05	-0.00031505979
-319.43003115803	-7.883762534544318e-05	-0.00035402164
-318.43003115803	-8.270704163514181e-06	-0.00038297178
-317.43003115803	-7.743089937144954e-05	-0.00040155253
-316.43003115803	-9.047294897268756e-05	-0.00040869124
-315.43003115803	9.174301715762682e-06	-0.00037256457
-314.43003115803	2.392098293500799e-05	-0.00040830843
-313.43003115803	3.327987670731107e-05	-0.00047194251
-312.43003115803	-7.468995690011862e-05	-0.0004855174
-311.43003115803	1.190213189510096e-05	-0.00045654195
-310.43003115803	-6.869346681893649e-06	-0.00052482449
-309.43003115803	-4.179959648546109e-05	-0.00043255984
-308.43003115803	6.790237808884569e-05	-0.00050620583
-307.43003115803	-7.693019071964037e-05	-0.00065494125
-306.43003115803	-1.427498973907162e-05	-0.00060057832
-305.43003115803	4.053661144599118e-05	-0.0006348922
-304.43003115803	2.925711551965587e-05	-0.00059590471
-303.43003115803	-1.424594624590393e-05	-0.00059660722
-302.43003115803	1.906506191675341e-05	-0.00076429441
-301.43003115803	3.139345972823042e-05	-0.00077214837
-300.43003115803	-6.244612723713247e-05	-0.00074066961
-299.43003115803	-2.301126184776697e-05	-0.00080859533
-298.43003115803	-5.314993295792834e-05	-0.00083504297
-297.43003115803	-4.516926825071637e-05	-0.00081178825
-296.43003115803	-4.446843931514714e-05	-0.00099914335
-295.43003115803	-3.989229481260053e-05	-0.00085717451
-294.43003115803	-5.679193924248296e-05	-0.00095120334
-293.43003115803	-5.064925115139357e-05	-0.00097300269
-292.43003115803	-5.581489681013127e-05	-0.00099086878
